zipcode,city,state,state_fips,latitude,longitude,Booker,Buttigieg,Castro,Delaney,Gabbard,Gillibrand,Harris,Hickenlooper,Inslee,Klobuchar,Messam,O'Rourke,Ryan,Sanders,Trump,Warren,Williamson,Yang,county,county_fips
91977,SPRING VALLEY,CA,06,32.724598,-116.993628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,3172.96,NA,NA,NA,SAN DIEGO,073
91978,SPRING VALLEY,CA,06,32.701894,-116.939886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1028.77,NA,NA,NA,SAN DIEGO,073
91979,SPRING VALLEY,CA,06,32.7449,-116.9981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,SAN DIEGO,073
92003,BONSALL,CA,06,33.286851,-117.205256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490.49,NA,NA,NA,SAN DIEGO,073
92004,BORREGO SPRINGS,CA,06,33.150594,-116.349599,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,1801,NA,NA,NA,SAN DIEGO,073
92007,CARDIFF BY THE SEA,CA,06,33.017881,-117.268154,NA,1000,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,2922.14,250,NA,NA,SAN DIEGO,073
92008,CARLSBAD,CA,06,33.15084,-117.31325,NA,1500,NA,NA,385,NA,735,NA,NA,NA,NA,1000,NA,677,7528.46,NA,NA,NA,SAN DIEGO,073
92009,CARLSBAD,CA,06,33.09568,-117.244034,NA,NA,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,NA,462.55,13781.13,NA,NA,20,SAN DIEGO,073
92010,CARLSBAD,CA,06,33.155588,-117.279445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,627,3341.57,NA,NA,20,SAN DIEGO,073
92011,CARLSBAD,CA,06,33.108559,-117.298979,NA,NA,NA,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,30,7986.46,NA,NA,NA,SAN DIEGO,073
92013,CARLSBAD,CA,06,33.0963,-117.2626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,899.93,NA,NA,NA,SAN DIEGO,073
92014,DEL MAR,CA,06,32.971824,-117.218229,500,NA,NA,NA,NA,NA,2145,NA,NA,250,NA,1000,500,136,4613.79,NA,NA,NA,SAN DIEGO,073
92018,CARLSBAD,CA,06,33.1584,-117.3497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,SAN DIEGO,073
92019,EL CAJON,CA,06,32.779694,-116.877462,NA,NA,NA,NA,NA,NA,1271.66,NA,NA,300,NA,NA,NA,101,4280.35,NA,NA,NA,SAN DIEGO,073
92020,EL CAJON,CA,06,32.793814,-116.969497,NA,NA,NA,NA,NA,NA,185,NA,NA,NA,NA,NA,NA,NA,5996.1,NA,NA,1,SAN DIEGO,073
92021,EL CAJON,CA,06,32.842822,-116.876516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3535.26,NA,600,NA,SAN DIEGO,073
92023,ENCINITAS,CA,06,33.0368,-117.2914,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,7187.77,NA,NA,NA,SAN DIEGO,073
92024,ENCINITAS,CA,06,33.054512,-117.249765,NA,250,NA,NA,NA,NA,3160.09,NA,250,NA,NA,700,2800,1230,12059.58,700,514,10,SAN DIEGO,073
92025,ESCONDIDO,CA,06,33.09023,-117.007239,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,6291.09,NA,NA,1058.43,SAN DIEGO,073
92026,ESCONDIDO,CA,06,33.223536,-117.10682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,6172.04,NA,NA,NA,SAN DIEGO,073
92027,ESCONDIDO,CA,06,33.138721,-116.989262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.23,NA,688.2,5155.61,NA,NA,NA,SAN DIEGO,073
92028,FALLBROOK,CA,06,33.394303,-117.296416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10188.55,NA,NA,NA,SAN DIEGO,073
92029,ESCONDIDO,CA,06,33.085418,-117.136882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,7137.68,2700,NA,NA,SAN DIEGO,073
92030,ESCONDIDO,CA,06,33.1195,-117.0856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,NA,NA,NA,SAN DIEGO,073
92036,JULIAN,CA,06,32.915218,-116.422036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,583,NA,NA,NA,SAN DIEGO,073
92037,LA JOLLA,CA,06,32.866783,-117.24824,10550,1750,NA,NA,1589.96,1000,3225,250,NA,1250,NA,4172.8,1025,2795,53046.77,305,3395,NA,SAN DIEGO,073
92038,LA JOLLA,CA,06,32.8473,-117.2734,NA,250,NA,NA,NA,NA,500,1000,NA,NA,NA,NA,NA,NA,420,NA,NA,NA,SAN DIEGO,073
92039,LA JOLLA,CA,06,32.8473,-117.2734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,SAN DIEGO,073
92040,LAKESIDE,CA,06,32.903014,-116.86547,NA,NA,NA,NA,NA,NA,450,NA,NA,NA,NA,NA,NA,100,3740.21,NA,NA,120.78,SAN DIEGO,073
92046,ESCONDIDO,CA,06,33.1195,-117.0856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,SAN DIEGO,073
92049,OCEANSIDE,CA,06,33.1959,-117.3789,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400.38,NA,NA,NA,SAN DIEGO,073
92051,OCEANSIDE,CA,06,33.1959,-117.3789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,NA,SAN DIEGO,073
92052,OCEANSIDE,CA,06,33.1959,-117.3789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012.48,NA,NA,NA,SAN DIEGO,073
92054,OCEANSIDE,CA,06,33.194151,-117.363406,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,250,800,254,2981.08,NA,NA,1,SAN DIEGO,073
92055,CAMP PENDLETON,CA,06,33.368266,-117.413988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,SAN DIEGO,073
92056,OCEANSIDE,CA,06,33.20057,-117.291247,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,200.9,12544.14,NA,NA,125,SAN DIEGO,073
92057,OCEANSIDE,CA,06,33.252431,-117.286027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,826,6006.02,NA,NA,195,SAN DIEGO,073
92058,OCEANSIDE,CA,06,33.28575,-117.35608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1088.8,NA,NA,NA,SAN DIEGO,073
92060,PALOMAR MOUNTAIN,CA,06,33.306506,-116.826753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,NA,NA,SAN DIEGO,073
92064,POWAY,CA,06,32.993538,-117.017138,NA,NA,NA,NA,NA,500,972.3299999999999,NA,NA,NA,NA,1259.83,NA,103,12004.460000000001,NA,NA,NA,SAN DIEGO,073
92065,RAMONA,CA,06,33.050385,-116.828145,NA,NA,NA,NA,323.96,NA,850,NA,NA,NA,NA,NA,NA,312.14,13021.56,NA,536.76,NA,SAN DIEGO,073
92067,RANCHO SANTA FE,CA,06,33.024759,-117.196042,NA,750,11200,NA,NA,NA,10583.95,NA,NA,1250,NA,NA,NA,1988,51843.61,1000,NA,NA,SAN DIEGO,073
92069,SAN MARCOS,CA,06,33.187084,-117.158477,NA,250,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,896,8264.05,NA,NA,NA,SAN DIEGO,073
92070,SANTA YSABEL,CA,06,33.176822,-116.74534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1722.75,NA,NA,NA,SAN DIEGO,073
92071,SANTEE,CA,06,32.869887,-117.013039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12394.92,NA,NA,251,SAN DIEGO,073
92072,SANTEE,CA,06,32.8383,-116.9733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,SAN DIEGO,073
92074,POWAY,CA,06,32.9629,-117.0351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.5,NA,NA,NA,SAN DIEGO,073
92075,SOLANA BEACH,CA,06,32.992166,-117.257113,NA,2700,NA,NA,NA,NA,334.09,NA,NA,2800,NA,900,5800,250,4549.64,500,300,1,SAN DIEGO,073
92078,SAN MARCOS,CA,06,33.122626,-117.179868,NA,NA,NA,NA,NA,NA,234.32,NA,NA,250,NA,NA,NA,4444,9780.52,NA,NA,250,SAN DIEGO,073
92079,SAN MARCOS,CA,06,33.1434,-117.1656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3445.3,NA,NA,NA,SAN DIEGO,073
92081,VISTA,CA,06,33.16305,-117.247481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5467.63,NA,NA,NA,SAN DIEGO,073
92082,VALLEY CENTER,CA,06,33.258196,-116.981233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,8873.55,NA,NA,NA,SAN DIEGO,073
92083,VISTA,CA,06,33.197069,-117.24667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2333.4,NA,NA,NA,SAN DIEGO,073
92084,VISTA,CA,06,33.210937,-117.207617,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,950,7558.45,646.39,NA,NA,SAN DIEGO,073
92085,VISTA,CA,06,33.2003,-117.2419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.75,NA,NA,NA,SAN DIEGO,073
92086,WARNER SPRINGS,CA,06,33.262712,-116.648582,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,337.5,NA,NA,NA,SAN DIEGO,073
92088,FALLBROOK,CA,06,33.3767,-117.2505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1353.3899999999999,NA,NA,1,SAN DIEGO,073
92091,RANCHO SANTA FE,CA,06,33.024532,-117.205239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4337.75,NA,NA,1,SAN DIEGO,073
92101,SAN DIEGO,CA,06,32.719907,-117.180528,NA,NA,NA,NA,NA,NA,1575,NA,NA,NA,NA,3550,NA,640,11354.07,NA,2700,36,SAN DIEGO,073
92102,SAN DIEGO,CA,06,32.722449,-117.11696,NA,NA,NA,NA,NA,NA,825,NA,NA,NA,NA,NA,NA,250,262.94,NA,NA,NA,SAN DIEGO,073
92103,SAN DIEGO,CA,06,32.745427,-117.17017,NA,7350,NA,NA,1000,NA,3075,3600,817.15,NA,NA,1965.2,NA,235,8181.85,NA,NA,270,SAN DIEGO,073
92104,SAN DIEGO,CA,06,32.7398,-117.128405,NA,550,NA,NA,NA,NA,851.71,NA,NA,NA,NA,NA,NA,2236.99,1572.5,NA,NA,123,SAN DIEGO,073
92105,SAN DIEGO,CA,06,32.736614,-117.089393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3198.75,NA,NA,NA,SAN DIEGO,073
92106,SAN DIEGO,CA,06,32.708365,-117.232438,NA,NA,50,NA,NA,NA,500,500,NA,NA,NA,NA,NA,264.71,5226.05,NA,NA,20,SAN DIEGO,073
92107,SAN DIEGO,CA,06,32.735009,-117.24107,NA,610,5600,NA,NA,NA,690,NA,NA,NA,NA,500,NA,100,4332.49,250,NA,4,SAN DIEGO,073
92108,SAN DIEGO,CA,06,32.774,-117.147448,NA,NA,NA,NA,NA,NA,213,NA,NA,NA,NA,300,NA,2910,1950.36,NA,300,NA,SAN DIEGO,073
92109,SAN DIEGO,CA,06,32.7907,-117.233586,NA,NA,NA,NA,NA,NA,750,NA,1500,NA,NA,NA,NA,949.9,3398.0099999999998,500,NA,30,SAN DIEGO,073
92110,SAN DIEGO,CA,06,32.768759,-117.203686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,580,1760.36,NA,NA,15,SAN DIEGO,073
92111,SAN DIEGO,CA,06,32.80704,-117.165158,NA,475,NA,NA,NA,NA,269.31,NA,NA,NA,NA,NA,NA,250,6126.75,350,NA,21,SAN DIEGO,073
92114,SAN DIEGO,CA,06,32.709568,-117.051744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1009.33,NA,NA,50,SAN DIEGO,073
92115,SAN DIEGO,CA,06,32.756669,-117.07080499999999,NA,250,NA,NA,NA,NA,1200,NA,250,NA,NA,215,NA,476,3393.75,250,NA,NA,SAN DIEGO,073
92116,SAN DIEGO,CA,06,32.766424,-117.129194,253,650,NA,NA,NA,NA,2091.95,NA,NA,250,NA,NA,NA,1446.9,4027.27,1000,NA,91,SAN DIEGO,073
92117,SAN DIEGO,CA,06,32.818899,-117.197766,500,100,NA,NA,225,NA,264,NA,NA,250,NA,NA,NA,198,6308.21,555,NA,NA,SAN DIEGO,073
92118,CORONADO,CA,06,32.67172,-117.164426,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,577,4848.74,509,NA,NA,SAN DIEGO,073
92119,SAN DIEGO,CA,06,32.80621,-117.032565,NA,NA,NA,NA,NA,500,225,NA,NA,NA,NA,NA,NA,1982.9,2550.44,500,NA,NA,SAN DIEGO,073
92120,SAN DIEGO,CA,06,32.794906,-117.075492,NA,595.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2520,5370.19,NA,NA,27,SAN DIEGO,073
92121,SAN DIEGO,CA,06,32.900302,-117.206736,NA,NA,NA,NA,NA,NA,3250,NA,NA,NA,NA,NA,NA,NA,3021.01,NA,NA,2000,SAN DIEGO,073
92122,SAN DIEGO,CA,06,32.856744,-117.20717,NA,NA,NA,NA,NA,NA,475,NA,NA,NA,NA,315,NA,2326,3987.15,360,NA,21,SAN DIEGO,073
92123,SAN DIEGO,CA,06,32.808749,-117.137609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,1356.82,NA,NA,NA,SAN DIEGO,073
92124,SAN DIEGO,CA,06,32.819976,-117.09177,NA,NA,NA,NA,300,500,630,NA,NA,NA,NA,215,60.75,204,2527.77,1250,NA,1,SAN DIEGO,073
92126,SAN DIEGO,CA,06,32.911042,-117.144792,NA,NA,NA,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,578,4858.07,NA,250,NA,SAN DIEGO,073
92127,SAN DIEGO,CA,06,33.023167,-117.12418,NA,NA,NA,NA,NA,NA,160,NA,NA,NA,NA,NA,NA,1694,6489.72,NA,NA,141.43,SAN DIEGO,073
92128,SAN DIEGO,CA,06,32.99416,-117.075305,NA,NA,NA,NA,NA,2700,NA,NA,NA,NA,NA,NA,NA,568,10015.69,NA,2700,NA,SAN DIEGO,073
92129,SAN DIEGO,CA,06,32.965807,-117.126202,NA,NA,NA,NA,1015,NA,675,NA,NA,NA,NA,NA,NA,1858,5489.6,NA,NA,NA,SAN DIEGO,073
92130,SAN DIEGO,CA,06,32.947024,-117.202204,1500,382.61,500,NA,750,NA,910,NA,NA,NA,NA,5794.59,NA,3855,22244.53,736,NA,250,SAN DIEGO,073
92131,SAN DIEGO,CA,06,32.915392,-117.083559,NA,NA,NA,NA,251,NA,784.11,NA,250,NA,NA,215,NA,1273,4190.25,NA,NA,NA,SAN DIEGO,073
92137,SAN DIEGO,CA,06,32.7154,-117.1565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239.39,NA,NA,SAN DIEGO,073
92138,SAN DIEGO,CA,06,32.7154,-117.1565,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399.75,NA,NA,NA,SAN DIEGO,073
92139,SAN DIEGO,CA,06,32.679887,-117.047059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770.5,NA,NA,NA,SAN DIEGO,073
92143,SAN YSIDRO,CA,06,32.7154,-117.1565,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,240,NA,NA,SAN DIEGO,073
92145,SAN DIEGO,CA,06,32.869412,-117.121258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.25,NA,NA,NA,SAN DIEGO,073
92150,SAN DIEGO,CA,06,32.7154,-117.1565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,511,NA,NA,NA,SAN DIEGO,073
92154,SAN DIEGO,CA,06,32.567848,-116.990264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.6,495.61,NA,NA,NA,SAN DIEGO,073
92159,SAN DIEGO,CA,06,32.7154,-117.1565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,765,NA,NA,NA,SAN DIEGO,073
92163,SAN DIEGO,CA,06,32.7154,-117.1565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,SAN DIEGO,073
92167,SAN DIEGO,CA,06,32.7154,-117.1565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.46,NA,NA,NA,SAN DIEGO,073
92168,SAN DIEGO,CA,06,32.7154,-117.1565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,SAN DIEGO,073
92169,SAN DIEGO,CA,06,32.798975,-117.2524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,702.25,NA,NA,NA,SAN DIEGO,073
92170,SAN DIEGO,CA,06,32.7154,-117.1565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,SAN DIEGO,073
92172,SAN DIEGO,CA,06,32.7154,-117.1565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290.5,NA,NA,NA,SAN DIEGO,073
92173,SAN YSIDRO,CA,06,32.554691,-117.051324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.15,NA,NA,NA,SAN DIEGO,073
92175,SAN DIEGO,CA,06,32.7154,-117.1565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,SAN DIEGO,073
92178,CORONADO,CA,06,32.6856,-117.1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.75,500,NA,NA,SAN DIEGO,073
92191,SAN DIEGO,CA,06,32.7154,-117.1565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,SAN DIEGO,073
92192,SAN DIEGO,CA,06,32.7154,-117.1565,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,SAN DIEGO,073
92198,SAN DIEGO,CA,06,33.022142,-117.074532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499.15,NA,NA,NA,SAN DIEGO,073
92201,INDIO,CA,06,33.703402,-116.229186,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,2058.5,NA,NA,NA,RIVERSIDE,065
92203,INDIO,CA,06,33.748175,-116.234061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3994.83,NA,1205,NA,RIVERSIDE,065
92210,INDIAN WELLS,CA,06,33.70017,-116.336691,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,20142.87,NA,2800,NA,RIVERSIDE,065
92211,PALM DESERT,CA,06,33.766397,-116.327934,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,497,5246.21,545,NA,20,RIVERSIDE,065
92220,BANNING,CA,06,33.917807,-116.837101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4739.6,NA,NA,NA,RIVERSIDE,065
92223,BEAUMONT,CA,06,33.917086,-117.000084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,6750.64,NA,NA,NA,RIVERSIDE,065
92225,BLYTHE,CA,06,33.584304,-114.626252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,682,485,NA,NA,NA,RIVERSIDE,065
92226,BLYTHE,CA,06,33.6106,-114.5959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727.1,NA,NA,NA,RIVERSIDE,065
92227,BRAWLEY,CA,06,33.023142,-115.462422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2203.58,NA,NA,NA,IMPERIAL,025
92231,CALEXICO,CA,06,32.687855,-115.512268,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413.19,NA,NA,NA,IMPERIAL,025
92232,CALEXICO,CA,06,32.6786,-115.4981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.4,NA,NA,NA,IMPERIAL,025
92233,CALIPATRIA,CA,06,33.204947,-115.554522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499,NA,NA,NA,IMPERIAL,025
92234,CATHEDRAL CITY,CA,06,33.814227,-116.462986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,3183.35,NA,NA,NA,RIVERSIDE,065
92236,COACHELLA,CA,06,33.694955,-116.162472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394.2,NA,NA,NA,RIVERSIDE,065
92240,DESERT HOT SPRINGS,CA,06,33.953914,-116.538468,190.53,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2876.49,NA,NA,NA,RIVERSIDE,065
92241,DESERT HOT SPRINGS,CA,06,33.857239,-116.334926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1466.75,NA,NA,NA,RIVERSIDE,065
92243,EL CENTRO,CA,06,32.770882,-115.602258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2163.36,NA,NA,NA,IMPERIAL,025
92244,EL CENTRO,CA,06,32.7919,-115.5622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,IMPERIAL,025
92247,LA QUINTA,CA,06,33.675703,-116.303988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1627.99,NA,NA,NA,RIVERSIDE,065
92250,HOLTVILLE,CA,06,32.789409,-115.350185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.22,NA,NA,NA,IMPERIAL,025
92251,IMPERIAL,CA,06,32.885116,-115.630534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637.0799999999999,NA,NA,NA,IMPERIAL,025
92252,JOSHUA TREE,CA,06,34.149264,-116.282115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,482.15999999999997,NA,NA,NA,SAN BERNARDINO,071
92253,LA QUINTA,CA,06,33.666324,-116.278709,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,1000,20691.06,NA,NA,NA,RIVERSIDE,065
92255,PALM DESERT,CA,06,33.7216,-116.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1088.55,NA,NA,NA,RIVERSIDE,065
92256,MORONGO VALLEY,CA,06,34.104928,-116.587152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,NA,NA,SAN BERNARDINO,071
92257,NILAND,CA,06,33.312892,-115.723478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,IMPERIAL,025
92260,PALM DESERT,CA,06,33.699839,-116.391825,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,300,NA,164,17023.06,NA,NA,20,RIVERSIDE,065
92262,PALM SPRINGS,CA,06,33.866798,-116.583298,50,6733.15,NA,NA,NA,NA,2114.11,NA,NA,500,NA,1042.8,NA,1316,1063.36,NA,400,27,RIVERSIDE,065
92263,PALM SPRINGS,CA,06,33.8306,-116.5447,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.5,758,NA,NA,NA,RIVERSIDE,065
92264,PALM SPRINGS,CA,06,33.728904,-116.529518,NA,600,250,NA,NA,NA,9825,NA,NA,500,NA,465,NA,277,1582.55,737.3,2800,NA,RIVERSIDE,065
92270,RANCHO MIRAGE,CA,06,33.775544,-116.415617,NA,250,NA,NA,NA,NA,NA,NA,NA,50,NA,500,NA,NA,12473.39,234.33,NA,NA,RIVERSIDE,065
92274,THERMAL,CA,06,33.152598,-115.973937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.08,NA,NA,NA,RIVERSIDE,065
92276,THOUSAND PALMS,CA,06,33.826901,-116.382132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381.44,NA,225,NA,RIVERSIDE,065
92277,TWENTYNINE PALMS,CA,06,34.293029,-115.796175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327,1127.75,NA,NA,NA,SAN BERNARDINO,071
92282,WHITEWATER,CA,06,33.942395,-116.657677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567.4,NA,NA,NA,RIVERSIDE,065
92284,YUCCA VALLEY,CA,06,34.156561,-116.484946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.55,NA,2800,4378.05,NA,NA,NA,SAN BERNARDINO,071
92285,LANDERS,CA,06,34.458935,-116.529265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.75,NA,NA,NA,SAN BERNARDINO,071
92286,YUCCA VALLEY,CA,06,34.1195,-116.4452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3465.83,NA,NA,NA,SAN BERNARDINO,071
92305,ANGELUS OAKS,CA,06,34.159928,-116.880936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.25,NA,NA,NA,SAN BERNARDINO,071
92307,APPLE VALLEY,CA,06,34.602626,-117.119837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,6558.62,NA,NA,NA,SAN BERNARDINO,071
92308,APPLE VALLEY,CA,06,34.423596,-117.145454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259.9,6176.33,NA,NA,NA,SAN BERNARDINO,071
92310,FORT IRWIN,CA,06,35.332147,-116.662336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,916,NA,NA,NA,SAN BERNARDINO,071
