contributor_zip5,Biden,Buttigieg,Harris,Sanders,Warren
55033,,275,,772.3,
55037,,100,,489,
55038,,,,98,
55040,,246.7,,,
55041,,,,,530
55042,1038,911.31,100,308.7,
55043,,,,,75
55044,190,4000,497.12,696.7,1900
55046,,,,256,
55047,,,125,,80
55053,,,,400,
55056,,,,491.66,
55057,,928,452,4483.36,1240
55060,,,,-12,
55065,,,400,,
55066,290,50,,276.99,
55068,,2604.15,,496,
55069,,,300,108,
55070,1154.5,,,335,
55072,,35,,176.1,
55073,,,,60,600
55074,,,,211.2,
55075,,1477,,1483,
55076,,250,,50,250
55077,,1100,,,709
55079,,,,569,
55082,100,2497,758.59,971.26,2570
55084,,,,,120
55089,,134,,250,
55101,74,1817.59,865,4343.89,1079.93
55102,100,5571.9,691,2180.64,3663.62
55103,,,,527,
55104,220,14401.91,2232.84,5536.54,13041.07
55105,1611,11603.23,2109.09,6703.71,6421.07
55106,,2638.54,824.13,2389.76,875.2
55107,,110,,1023.66,644.7
55108,4000,2432.71,483.33,2970.06,3848.76
55109,,120,,1122,1150
55110,800,3932.66,525,253.91,2129.38
55112,398,125,,980.09,763.9
55113,1250,2235.03,475,4586.24,1673.75
55114,,190.55,,2797.6,568
55115,,400,,481,
55116,515,7274.11,1700,5447.88,3900.93
55117,300,535,564,3882,1196.22
55118,150,2195,1935,1747.4,5238.18
55119,300,50,314,2778.88,
55120,400,100,300,,312
55121,,125,,1078.76,
55122,250,250,510,1108.2,90
55123,365,1101.1,75,2168.89,486
55124,1028,794.25,675,1279.51,375
55125,82,2081,,1142.33,929.5
55126,,1363.4,,1144.3,1301.33
55127,32,2863.24,693.32,250,1555.73
55128,579,,,100,430.93
55129,,734.28,600,250,225
55130,,,,234,
55155,,,,564.7,
55302,,,,27,
55303,,,,1488.5,
55304,300,,,2352,214.87
55305,3322,2536.72,75,2038,4271.87
55306,500,494.48,,152,
55307,,,,226.4,
55308,,,,116,
55309,550,200,,563.4,
55311,290,2597.74,,44.7,235
55312,,,,166.1,
55313,,50,,200,
55315,,,,27,165
55316,,,,1849,
55317,475,5300.34,505.33,261.19,3174.51
55318,,260,355,433.1,
55319,,144.74,,63.02,
55325,,,257,,245.18
55327,,,,162,78
55328,,,,172,
55330,,25,,486.2,165
55331,1654,1932.65,,852.99,500
55337,1096,967,235,1191.98,331
55340,,170,,,
55341,,,,,250
55343,210,3448.18,635,1043.42,1433.57
55344,,677.09,250,407.7,350
55345,925,1221.43,525,1001.1,3580
55346,135,280,,278,350.32
55347,950,2537,250,1997.81,350
55349,,,,913.5,
55350,,,,180.7,
55352,,,,300,150
55353,,,,201.7,
55355,,,,50,
55356,500,1250,1475,,250
55359,195,226.1,,250,
55362,,,,-64,725
55363,,,,,231
55364,250,803,,536.3,
55367,,,,250,
55369,,300,,2210.99,587.16
55371,,,,139.4,
55372,1792,,,814.66,535
55373,40,,,,
55374,,,,569.41,234.06
55375,,,,506,
55376,,,175,972,510.5
55378,325,920,436.11,783,313
55379,,1000,75,3459.89,225
55386,,,500,,
55388,,,,150,
55391,13121,16576.99,3125,359.2,896.98
55398,,,,491,
55401,4887,21067.31,3999,1916.74,5788.66
55402,,11200,2000,154,
55403,550,11378.38,2798.56,4338.95,8882.47
55404,,3378.77,,3468.79,2047.57
55405,6150,15802.82,317,5668.5,3535.51
55406,342.82,7819.94,855,3511.4,8209.1
55407,100,4769.72,75,7255.52,5324.18
55408,,8168.86,1693.82,6387.3,4065.26
55409,,5588.03,1215,1610.49,1131.28
55410,2132,15767.33,1938.83,5121.18,7563.26
55411,,2965,1500,2709.65,2993.76
55412,,2952,,548,495
55413,250,925.39,,3230.81,1047.08
55414,1500,2795.19,460,5953.27,6599.83
55415,,3997.23,730.38,1308,1519
55416,2314,12520.71,1383.52,15246.45,6842.13
55417,482,1254.95,435.05,911.74,2480.5
55418,,785.2,150,7301.33,5423.32
55419,3338,18035.76,1196.67,9881.42,8521.48
55420,275,1232.14,,731.9,560
55421,25,2151,525,3088.08,314.32
55422,1200,1659.25,,3462.7,1752.23
55423,713,310,585,5828.9,3363.99
55424,450,19069.51,250,560.3,1350
55425,,168,,596,95
55426,76,2754.58,250,2121.9,235
55427,,,360.3,439,210.32
55428,,325,,135,
55429,500,834.61,,1401.65,176.64
55430,,,,1102.88,
55431,325,,318.88,1203.28,665
55432,65,100,,3353,858
55433,147,,,297.66,250
55434,,155,,343,
55435,145,1803,825,552,630
55436,2210,3655.2,400,926.6,981.59
55437,,1465.44,,836.5,1535.33
55438,,1465.59,450,1799.1,874.87
55439,,4300,,200,1534.87
55441,,250,,650,788
55442,75,250,,957.5,
55443,,,,283.5,
55444,100,,,295.4,
55445,,,,1286,259.06
55446,2850,172.78,,621,
55447,,2600,,2122.14,1253
55448,184,308.1,,755.1,25
55449,,200,500,766.5,425
55450,,,,60,
55454,,,,375.2,
55455,,200,,762.59,
55458,,,,,300
55487,,,,396,
55603,,,,335,
55604,83,1276.06,294.09,591.1,506
55606,,,,,103
55614,,,,500,
55615,,,,108,
55709,500,,,,
55719,,,,1018.01,
55720,,,,256.8,265
55721,,,,104,
55722,,,,154,
55723,,307.16,,,
55731,,,,756.6,85
55735,,,,200,
55741,,,,105.7,
55744,,,200,,737.25
55746,,325,,,
55757,,,,,275
55760,100,,,87.44,
55763,75,,,,
55768,,,,300,
55771,,25,,,
55783,,,,,35
55790,100,,,27,
55792,,,,575.66,
55795,,,,60,
55802,,,1000,95.4,814.03
55803,,1525,,1686.36,565
55804,,400,,2215.42,1163.94
55805,,75,,437.2,150
55806,61,,,776.37,62
55807,,,,510.89,
55808,,50,,249,
55811,,,300,667.4,350
55812,,155,,1804.74,764.5
55901,150,3239.96,1191,5068.1,2606.22
55902,,740.2,575,3210,9404.7
55904,208,250,500,724.04,100
55905,,,,67,
55906,425,200.57,1160,1882.85,375
55912,595,128,,645,
55920,,,,108,
55921,,25,,126,
55923,,,,334,
55939,,,,146,
55940,,,,,150
55947,,,,212,
55949,,100,209.09,,
55954,,,,248.7,
55964,,,,50,
55971,,,,144,
55976,,,,,500
55981,,,,32,
55987,336,419,,827.7,940
55992,,514.78,225,250,
56001,,250,,709,950
56002,,,,150,
56003,300,,,660.2,
56007,,,500,1867.49,
56031,,500,,2800,300
56052,,,,158,
56062,,,,66,
56063,,,,200,
56069,,25,,,
56071,,100,,,
56073,,,,556,1375
56081,,,,27,275
56082,,,,54,
56085,,,,27,
56087,,,,365.69,
56096,,,,383,
56101,,,,168.85,
56120,,,,5,
56136,,,,50,603.5
56144,,,,270.86,
56156,,,,166.69,
56164,,,105,,
56175,,,,2741.69,
56201,70,539.3,,,
56220,35,,,500,
56225,,981,,,
56229,,30.2,,,
56253,,,,54,
56256,,250,,423.04,135
56258,50,,,215,395
56263,,,,,320
56265,,,,470.85,231.32
56267,,,,,330
56273,,,,250,
56278,125,,,,
56283,,,,499.25,
56288,,,,27,
56293,,,,,100
56301,760,413.11,,108,735
56303,429,2900,,1190.82,175
56304,50,,,93,90
56308,50,6,,1351.7,65
56309,,,,,200
56326,,,,297,
56329,,,,40,300
56334,,,,952.7,103
56342,,,,905.4,
56345,,,,299.4,
56347,,,245,732.7,1100.5
56353,,375,,,
56367,150,,,,
56374,,,,200,530.18
56377,,,,355,210
56379,,,,381,
56387,,,155,,
56401,,,,362.2,235
56425,,,,250,
56435,,,,533.28,
56442,,,,,300
56443,,,,67,
56449,,,,2971.72,
56461,,,,38.2,100
56465,,125,,,
56467,,,,255,550
56468,,881.22,,,
56470,180,,,,
56472,,,,440,
56473,,,,,150
56474,,,,483.55,
56482,,50,,,
56501,,250,,,200
56528,,,,,200
56529,,,,27,
56537,,175,,639.16,1423
56551,,,,,1085
56560,,117.5,,1383.76,
56571,,,,1616.18,
56576,,,,,300
56587,,,,27,
56601,,600,66,460.61,449.06
56621,,,,147,
56623,,,,100,
56630,,,,,385
56633,,,,158,
56649,52,,,54,500
56650,,,,163.4,
56701,20,98,,258,
56716,,586.24,,,
57005,,,,189,
57006,250,50,,807.18,5
57012,500,,,,
57030,,,,500,1000
57032,,,,502.7,
57042,,100,,1283.4,
57049,,382.4,,535.4,
57064,,386.05,,27,
57069,20,,,627.68,244.57
57078,,75,,324.5,100
57103,725,430,175,1748.48,1044.06
57104,1050,385,342,1451.4,861.46
57105,501,835,363.96,116,1348.19
57106,,150,,832.1,563.31
57107,,,,200,100
57108,50,315.2,1055,2330.18,855
57110,440,,,419.14,500
57186,,,,104,329.13
57201,185,,440,,
57212,,,237,,
57262,,,,177,190
57301,,500,,427,
57325,,240.05,,,
57332,,,,154,
57369,,,,898.71,
57401,,,,1006,
57442,,,,72.7,
57445,,250,,,
57469,268,,,,
57501,,,,210.7,363
57532,,,235.79,,656.64
57533,,,,108,368
57552,,,,254.18,
57555,,,,220,
57580,,,,,225
57601,,,319,54,249
57626,,,,1927,
57701,,1773.2,,228.3,260
57702,126,2925,,1978.88,1310.93
57703,,,,,257.5
57709,,,,97,
57717,,,,52.03,
57719,,500,220.2,339.4,892
57732,,500,,,
57744,,,295,,
57745,,,,,120
57747,,,,514.7,136.8
57754,,25,,27,
57770,,,,214.08,
57783,,,,54,500
57785,,25,,,
57793,,150,,,
58045,,,556.5,,
58047,,,,124,
58054,,,,100,
58061,,,,393,
58075,,,,184.18,
58078,,2800,,449.1,
58081,,,506.09,,
58102,81,725.2,,1599.01,
58103,300.33,3761.16,875,1864.5,275
58104,132,775,1725,606.48,1199.16
58106,,,,27,
58201,63,,1500,1320.58,142.06
58202,,,80,,
58203,,,,91,861
58228,,,,200,
58237,,,,638.94,200
58267,,,,84.94,
58278,,,,200,
58316,,,,997.7,
58330,,,,54,
58362,,750,,,
58402,,,1092,,
58413,,,,,398
58474,,,,238.6,
58479,,,,60,
58501,253,1150,,437.65,
58503,,243.56,,231.98,300
58504,,,,,450
58505,,,,250,
58533,,,,,850
58554,,261.07,,,130
58576,,,,233.18,
58601,,,,366.75,
58603,,50,,,
58621,,,,215.18,
58640,,,,125.18,
58653,,,,154,
58701,,,,950,
58703,,,525,260.1,
58707,,,,259,
58730,,,,,100
58757,,,975,,
58801,,,350,683.34,
58852,,,,62.7,
58854,,,,220.4,
59010,,,,,250
59018,1000,,,,
59019,,,75,196.78,
59027,,850,,27,
59030,,,,251,400
59031,,,,54,
59034,,,500,25.7,350
59037,,,,253,
59043,,,275,,
59047,2800,324.56,237,1444.09,440
59063,354,,,,
59068,,310,777.99,254,1350
59070,,32.36,,,
59074,,128,,,
59101,,,68,1584.76,1435
59102,485,101.39,987,1450.7,663
59103,,,,114.1,
59105,55,20,200,1186.7,1005
59106,622,728.64,,1006.7,993.79
59108,,,,,375
59175,,,,348.03,
59201,,,,100,
59230,,,315.3,,
59270,,,,464,
59301,,,65,,
59323,,,,175,
59324,,,,,260.86
59327,,,,384,
59330,,,500,50,250
59401,,,,,1350
59404,,,75,145.7,600
59405,,850,850,281,748.09
59406,,,,178.09,
59421,,,,,100
59434,,,,404,
59471,,35,,,
59480,,,,531.7,
59501,,,,,126
59526,,,,,150
59530,,,100,,
59601,520,636.39,1435,7843.93,250
59602,1202.35,,356.72,911.73,1153.29
59604,,,,582.9,
59624,,1000,,1719.03,804.67
59631,,,,,300
59632,,50,,,1000
59634,,,400,177.7,375
59635,,150,,411.2,500
59638,,,,150,
59639,,,,30,
59643,,,,47.53,
59645,,25,,,
59701,50,1042.24,213.69,318,250
59711,,25,,300,713.5
59714,421,,,228,
59715,8200,2301.22,3860,1908.23,4056.01
59716,500,,,254,200
59718,,2163,,699.7,698
59725,,,,1122,
59729,,,,50,
59730,,,510,615,340
59741,,10,,,
59743,,111.56,,,
59749,,,,,200
59752,,,,232,
59758,,,,54,
59771,,,1000,50,
59801,,775.17,335,5282.4,950.2
59802,,890,645,5788.29,2013.66
59803,1076.25,295,125,985,500
59804,,100,1250,80,1597.33
59806,,,,,1402.52
59807,,,,54,
59808,,124,1026,541.28,10
59820,,,,27,
59821,,,225,,525
59824,650,,,,
59826,,400,,,
59827,,,,35.1,
59828,,,,394,110.21
59829,,,,56,
59833,,51.49,,161.09,
59834,,100,,,
59840,55,,775,632.05,203
59845,,,,200,
59847,,87,,,
59853,,,,68.7,
59858,,,118,,
59860,,,273.74,359.69,
59864,,,,52,350
59865,,,,1311.03,
59868,,260,,,
59870,,,,526.7,320.86
59873,250,,,,
59874,,,,150,150
59875,,,,126,500
59901,,1558.17,650,396.89,1458
59911,,,,110,350
59912,,500,250,454.59,936
59913,,,,1000,78.33
59914,,,105,,
59917,,,,210,500
59918,,,,127,
59922,787,25,,2750,
59923,,110,,771,
59926,,,,,75
59927,,,,151,
59930,,,,67.35,
59931,,500,,,
59934,,,,112,
59935,,,,142,
59937,,500,,576,56
60002,252,49,,,975
60004,250,2349.47,550,1549.5,3588.5
60005,400,870,1125,860.58,1597.88
60007,3156,1673.47,85,2330.65,
60008,,653,1130,492.7,939.88
60010,2955,13502.44,2009,2818.11,5250.5
60012,,,,,100
60013,40,870.2,,1342.06,942.88
60014,9308,3809.58,3240,1462.41,445
60015,9923,4498.4,4250,3149.8,4185
60016,590,568.25,,3579.91,752.68
60018,3339,200,,1116,
60020,500,,525,305.1,
60021,90,238,,200,250
60022,21360,16426.3,18213.6,1236.74,4819.54
60025,11420,10969.77,3569.89,2099.79,1286.95
60026,1495,970,69,178,847.42
60030,3860,1058.75,1348.09,2688.19,1103.28
60031,,1263.99,285,1277.4,1124
60033,,,,1412.1,385
60034,,,500,50,
60035,45488.67,30548.8,12255.46,969,8364.78
60040,,,426.72,47,145
60041,,,,252.4,203
60042,,,,970,
60043,6075,4781.07,1100,,
60044,50,3670,3095,2000,3075
60045,7661,7094.76,2750,1143.56,6116
60046,981,165,1000,2193.92,1525
60047,3035,2000,525,1460.84,8940.8
60048,,7367,925,1139.7,1514.99
60050,200,3147.94,,1991.02,715
60051,,1600,,148.15,
60053,,629.32,,139.7,525.6
60056,244,825,,1561.7,1432.7
60060,30,250,3409,1502.6,606
60061,683,1018.66,,1159.9,
60062,3005,15630.25,2254.73,3857.54,6056.14
60067,4543,775,365,1134.6,2681.5
60068,5860,8764.46,,2244.69,2436.15
60069,852,100,200,135,600
60070,,525,,,150
60071,,257.51,,,
60073,250,10,,836.2,1250
60074,1450,294.31,100,1629.7,2450
60076,2035,1897.18,1805.63,1704.18,1461.46
60077,5150,1675,526,1563.7,1000
60081,,466.07,,183,
60083,,,,518,300
60084,250,840,,3692.34,800
60085,,465,,764,892.21
60087,,,140,785.1,
60088,,,,532.7,
60089,1042,875,1033.46,970.8,681
60090,,100,267.82,3695.09,
60091,5365,22435.54,6743.84,4000.98,12099.31
60093,20173.12,55801.07,16013.49,2400,4833.96
60095,,,,936,
60096,350,,,,
60097,,275,,50,
60098,250,939.53,175,2047.7,1798.5
60099,,,,1382,704.88
60101,,1298.88,,1433,500
60102,,50,250,1995.23,862.03
60103,28,1300,1155,1740,436.42
60104,,250,100.23,,
60106,,,,558.3,
60107,,,,1000.6,215
60108,100,888,,393,780.03
60109,,,,351.2,
60110,,,,1410.7,
60112,,,,97.7,
60115,,334.63,300,5114.2,1503
60118,,2800,100,241,
60119,428,200,,,
60120,,268.19,295.03,986.9,910.75
60123,110,285,,1708.93,508
60124,,385,,1946.7,100
60126,,15587.09,1362.79,3728.49,2501.2
60130,,1215.33,524.53,3261.64,215
60131,,,,729.9,100
60133,,,,183.84,
60134,500,3171.23,250,1424,2272
60135,,,,543.4,250
60136,,10,,1324,
60137,1273,4136.99,435,8248.91,6260.27
60139,,569.34,,409.72,200
60140,,250,,808,
60141,,100,,,
60142,,1600,1600,174.29,750.1
60143,3000,,75,1755.51,
60148,,470,315,5928.19,435.08
60152,,,3988.7,279,
60154,,,350,1807.7,170
60156,,398.4,,331,359.17
60160,,749.55,,2704.45,250
60162,,,,167,
60163,,100,,831.24,
60164,,,,515.24,
60165,,,,175,
60169,,,437,4064.15,155
60172,105,435,260,121,295
60173,,1285,,149,255.25
60174,1615,2531.26,1691,4638.09,400
60175,330,3355,,3139.79,200
60176,,,,60,1000
60177,,,799,117.93,525
60178,,1696.87,,1449.87,1045.93
60180,,,,,25
60181,,250,250,3610.6,708.92
60184,,,,54,
60185,1015,777.41,,3440.89,100
60187,,2950.95,75,1048.6,3583
60188,,50,25,108,785
60189,2257,2118,2105.07,1897.1,2062
60190,,941,250,2087.79,
60191,,230,,305.05,
60192,,100,300,551.18,250
60193,2800,74.93,106.43,228,50
60194,,39,,350.7,
60195,,,,1123,150
60196,,,,763,
60201,12344,50660.53,10839.65,15374.28,21233.31
60202,1202,27639.09,3246.73,9055.4,12323.47
60203,3948,3900,100,350.91,995.25
60208,,,,194.4,750
60301,166,2000,,1258,700
60302,29511,30345.92,31851.89,5836.76,13463.63
60304,,3134.83,250,4992.03,2727.39
60305,9200,19431.62,5200,2927,2212.76
60401,,,75,50,250
60402,,850.75,825,5416.06,1098
60403,,100,,387.4,
60404,,,,162,1280.2
60406,,1000,,204,
60408,,,,,500
60409,,,,464,
60410,,,,130.7,126.71
60411,,,200,216.63,
60415,,,,376.5,
60416,,50,,,
60417,,,,228.8,525
60418,,,250,325,230
60419,,,,,125
60421,,,,27,
60422,1250,1360,2675,206,1735
60423,665,1484.41,,1458.24,
60425,,,115.82,,
60429,52,,1336.66,300,295.5
60430,436,48,92,735.7,812.23
60431,,,,223.01,200
60433,,,,,620.49
60434,,,,146,
60435,,350,,221.92,
60436,250,,,824.64,
60438,1021,5770.6,3300,54,
60439,,500,,1511.8,450
60440,,1120,580,127,55
60441,251,173,,60,50
60442,250,,,129,
60443,,300,153,1055.6,500
60445,,,,230,
60446,100,245.29,,317,250
60447,,,,731,130.2
60448,1550,1750,1446,333.2,125
60449,,,,32.4,
60450,200,175,,157,175
60451,362,175,2000,744.58,150.8
60452,,,,1050,
60453,265,369.44,375,1345.18,100
60455,1000,40,,17.7,
60457,,1032,,621,
60459,,,,1152.8,190.2
60461,176,350,,123,155
60462,3050,3740.91,,1685.7,253.2
60463,850,100,,2854,78
60464,689,1500,,777,
60465,,250,270,27,
60466,,,,700,200
60467,3300,1650,194,108,225
60468,,100,,156.4,
60469,,,,223.4,
60470,,100,,,
60473,,,,15,
60475,,,403.2,280.7,
60477,1185.03,223.31,,1527.2,100
60478,66,,,,
60480,,,,3329.44,439.75
60481,,,,716.1,295
60482,,43,,127,
60487,,327,,1222.57,211.33
60490,,,250,621.83,
60491,,1426.74,,341.7,
60501,,,,133.7,
60502,1000,638,1200,1276.5,
60503,,341,275,151,199.96
60504,,1253.59,,1068.24,
60505,,,,2139.49,
60506,250,1523,,4356.29,2053.71
60510,1100,2021,250,1240.49,378.03
60511,2800,,,,
60512,,,,632,
60513,63,375.2,,970.76,485
60514,,8255.97,,,410.7
60515,,1038,600,3247.5,5315.16
60516,3964,3070,184.06,1822.93,1380
60517,58,1371.88,500,1697.16,275
60521,12115,8638.26,3438.94,536.18,2535
60522,,,750,,250
60523,8899,6750,262,176.7,800
60525,7100,3946.32,4586.73,1602.21,2969.75
60526,,6742.13,300,75,1527.5
60527,3998,20300,,1721.95,330
60532,277,,500,2779.34,1335
60534,,,,117,332.5
60538,20,100,500,317.4,
60540,6831,4685,3252.94,5048.99,6181.75
60541,410,382.11,,100,
60542,,133,500,441,583.88
60543,190,267.52,1066,2116.5,790.5
60544,2083,316.88,220,1172.9,595
60545,,,,,225
60546,,1700,75,1624,975
60548,290,110,,,120.75
60552,,285,,249,261.68
60554,,225,,227,196
60555,,850,500,333,521.92
60556,,,,,86.2
60558,3050,4195,,,1208.74
60559,301,717.13,1320.2,420,216.92
60560,,,,3134.88,
60561,2800,1319.72,,1614,416.33
60563,3306,662.87,450,2448.6,1115.53
60564,500,1289.94,404,7566.06,1975
60565,136,586.21,1155,1501.7,771
60585,87,620,823,558.04,
60586,50,,,122,350
60601,25624,27394.16,7550,3876.33,11919.75
60602,13900,4403.09,1000,2703.49,503.7
60603,725,13669.52,2500,1418.88,549.75
60604,6851.65,3685,700,277,
60605,3688,28993.26,17521.5,4593.5,10789.04
60606,13339,12156.32,5641.81,6628.3,5588.9
60607,7591,35545.21,4441.55,9157.09,4562.16
60608,72,2429.77,4898,8223.17,3521.42
60609,,5900,400,1194.4,973.5
60610,56402,92547.23,24887.16,10465.1,5328.9
60611,127574.67,120125.97,52954.73,14389.72,13195.7
60612,1000,400,2083.61,1119.18,2978.18
60613,5987.65,45184.1,8265.6,14772.03,8667.5
60614,82824.63,167323.25,49665.66,11173.4,40160.93
60615,7494.3,9760,15622.01,11596.25,16050.51
60616,95,5916.48,11822.89,2909.76,1683
60617,51,,250,813.53,60
60618,9497,32855.66,3469.21,10057.18,9835.09
60619,,,438.02,52,
60620,31401.95,,,157.7,
60621,,,,27,
60622,18625,36862.84,3887,13303.45,8794.74
60623,,,500,1133.4,
60624,,,,134,
60625,875,20196.16,4432.11,10752.47,10224.89
60626,,10004.36,1588.97,3433.91,5251.07
60628,530,150,1095,254,210
60629,,500,142,3647.7,
60630,350,2869.93,250,3634.94,1785.69
60631,5877,1000,1046.11,1871.64,466
60632,,,250,1867.75,
60633,,,1351,,
60634,,470.2,600,3647.96,1936.67
60637,4694,10409.87,7766,6975.35,15688.37
60638,,750,,1530.34,500
60639,100,,,336.7,500
60640,2700,50208.81,8314,12948.68,22031.93
60641,500,3657.13,684,7265.13,980.46
60642,18862,5967.18,6708.25,8527.02,3262.43
60643,2000,860,2912.5,4293.7,1474.75
60644,,616.62,,81,
60645,350,1634,318.96,3592.99,973
60646,5650,3988.5,250.32,3681.04,2572.31
60647,3800,30677.41,4686.89,18143.91,17057.7
60648,,550,,,
60649,300,2316.52,2350,1673.4,775
60651,970,61.62,,1532,671
60652,,440.91,,250,150
60653,,973.26,2231.89,372,297.45
60654,53159.66,43451,10068.96,2766.95,4291.14
60655,0,500,,409.32,140.03
60656,,,250,1661.57,150
60657,33827,133840.66,38085.99,14352.96,18111.16
60659,,3339.39,,2158.58,1981.75
60660,1237,35555.44,2673.15,4629.22,13715.84
60661,9325,15637.95,2750,2188.5,978.96
60680,,,250,,
60681,,45,,,
60690,,,,203.13,
60706,250,,,187.2,
60707,4650,1348.2,590,5864.94,1081
60712,2800,1000,,340.2,334.17
60714,,260,,595.2,662.42
60803,,,,243,
60804,1000,,,1178.52,109
60805,225,750,,216.73,180
60827,,,,268.2,
60901,,450,1037.13,1160.75,450
60913,,,,552.15,
60914,,935,115.15,595,912.03
60915,,,,239,
60918,,,,2088,245.9
60919,,,,2625.13,
60924,,,,,98
60935,,,,135,
60942,,250,,,
60950,,,,248.5,
60954,,60,,27,
60963,,250,,,
60970,,,,54,
61001,,,,2.7,
61008,30,860,,199.7,125
61010,,,,47,
61011,,875,,1998.73,
61016,200,,,685.29,250
61019,,,,54,1100
61020,,,150,,
61021,,228,,266,
61024,,,,200,
61025,,,,570,
61032,,,,745.6,115
61036,,500,,935.2,
61042,,,,123,
61051,,,,,100
61052,,,125,,
61053,,350,,236.4,353
61061,,,,2171.45,694.2
61063,,,,250,
61068,,,,237.68,987.95
61071,,,,504,334.75
61072,,255.3,365,480,
61073,,,,120,3075.51
61080,,,,110,1258.5
61081,,350,,396.2,
61088,74,,,440.62,
61101,50,100,,270.2,
61102,,,,,600
61103,,250,70,727.4,210
61107,1210,425,175,626,
61108,,500,,603.5,270.88
61109,,,,127,
61111,,685,,1136.7,300
61114,2157,335.97,418,45,
61115,,,,236.7,202.75
61201,,1750.28,605,4408.68,1498
61204,,150,,300,
61231,,,,,70.2
61233,,,,225,
61235,,,,183.7,
61238,,,,545.05,
61240,,,,108,
61244,,,,101.98,304
61250,,,,54,
61254,,2000,100,285.69,381
61265,2910,,,1888,351.8
61273,,,,27,218
61275,,250,,93.7,500
61281,,,,200,
61285,,,,54.73,
61301,,,,425.9,
61336,20,,,,
61341,,,,54,
61342,,,,552.55,
61348,,,,281.9,
61349,,,,74.7,
61350,,600,,961.31,85
61353,,,,,251.33
61354,475,,,,
61356,,,,575.8,
61362,,20,,,
61364,,75,,,
61368,,,,327,
61373,,,,394,
61378,,,875,,
61401,175,436.25,50,5002.38,
61402,,,300,,
61419,,,,110.7,
61422,,,,605.4,
61427,100,,,,
61434,,,,,100
61437,,1000,,,
61443,,,,151,485
61455,275,270,750,138.4,600
61462,503,,850,,
61465,,,,33,
61467,,500,,,
61477,,,,,441
61488,,,,11,
61520,,,,1049,
61523,,,,876.91,
61525,1025,750.96,,,115
61530,325,,,275.4,116
61531,,275,,,
61535,,,75,667.45,
61542,,,,305.4,
61547,,,,50,
61548,,25,,50,230.7
61550,100,,195,100,
61554,,126.31,,4076.74,
61559,,,,,144.2
61571,,,,37,70
61602,,,200,,
61603,,50,,90,
61604,250,,,1241.23,1038.76
61606,300,2800,,1676.28,
61607,,,,250,
61611,,514.15,,1065.75,
61614,25,500,,330,1310.7
61615,1005,2550,625,1735.42,200
61616,200,,,662,
61701,,1276.28,559.86,763,63
61704,110,1227.33,1036,5270.54,2426.88
61705,,,,492,125
61711,,,,1157.02,
61723,,,,250,
61726,,,,,500
61727,,140.53,,,
61732,,,250,,442.86
61734,,,,304,
61738,,100,190,,
61739,250,,,,1000
61742,,,,77,
61745,,119.56,,,
61748,25,562,,,100
61752,,25,,,
61753,,100,,,
61755,,,,557.42,
61761,190,3653.39,285,1526.99,904
61770,20,,,,
61776,250,175,,,
61791,,,,25,
61801,155,1862.04,1060,7296.42,3668.33
61802,23,1400,155,2018.2,2307
61816,,100,,,
61820,100,642.7,185,3820.4,1147.44
61821,632,7474.41,75,2374.28,1540
61822,2800,900,,2312.23,3558.03
61832,,20.2,200,161,391.33
61833,,,,100,
61834,-50,,,417.8,
61839,25,,,,
61846,,,,87.84,
61853,2790,,,,330
61856,300,275,,270.8,1000
61866,,,,200,
61874,,,125,425.07,
61878,,,,139,
61884,,450,,,
61911,,,5,,
61912,,,,,2500
61920,550,300,250,989.4,2000
61929,,,375,,
61951,,530,,,
61956,,50,,,
61957,,,,77,
62002,,,,974.4,
62009,,,,97.82,
62010,,360,,,600
62016,,,,220,
62018,,,,114,
62025,85,360,,2474.9,1879
62028,,,,416,
62033,,1148.16,1000,133,273.07
62034,163,50,115,3139.4,718
62035,,359,,246.1,
62040,152,,500,1027,95
62047,,,,,1000
62048,,,,239,
62049,,1500,,750,1520
62053,,,,113.3,
62062,40,,,142,
62067,,,,,350
62074,,,,207,
62075,,,,850,
62206,,,,103,
62208,100,,220,1448.5,75
62216,,,,298.5,
62220,8916,,500,1277,
62221,500,576.34,,525.1,56
62222,,,,506.73,150
62223,5600,,200,297,
62226,,100,,1272.09,
62232,150,,,,
62233,,,,763.85,
62234,,250,,507,483
62236,,,,,85.03
62244,,,,436.8,
62246,,,,968.03,1039.5
62249,,50,,,
62254,67,,,,
62256,,,,656,
62258,,385.56,,,184
62260,,,,1088.23,
62269,714,260,375,980,1017
62285,,,,150,
62294,20,250,130,250,
62298,,100,,466,165.7
62301,1950,48,,2076.13,
62324,,396.7,,,
62340,,,,,153.8
62367,70,,,,
62376,,530,,,
62378,250,,,,
62379,,,65,,
62401,,335.53,,190.7,
62428,,,,704.7,
62439,,230,,81,300
62441,,350,700,218.55,450
62448,,,,298.57,
62450,,,,384.97,350
62454,,250,,,
62471,,,,,1000
62501,,,,446,
62521,250,485,,250,1307.5
62522,,600,500,399.1,125
62526,,,,2973.7,
62535,,350,,,
62539,,,,54,
62549,,,50,298,150
62557,,,,27,
62558,,,,,417.03
62561,253,,,,
62563,,25,,100,
62565,,750,,,
62567,494,700,,,
62568,,,,1959.2,
62621,,,,27,
62626,400,100,,451.4,
62629,408.4,,,27,
62640,,,,118,
62650,,160,,30,75
62656,25,425,,700,300
62670,,100,,,
62675,,275,,438.75,
62677,,,520,431,342.4
