contributor_zip5,Biden,Buttigieg,Harris,Sanders,Warren
62684,100,,,325,
62690,,,,445,218.56
62701,,,,,280
62702,250,235,185,890,1221.55
62703,22,3800,430,189,273
62704,4363.6,783,500,2515.34,2425.15
62707,,,574.98,2708.18,250.8
62711,549,450,250,2341.44,785
62712,,336,,127,765.4
62801,67,,,609,
62821,187,381.54,,1250,
62822,,,,233.73,
62827,,,,63,
62830,,,,50,
62837,,1000,,27,
62839,,30,,,
62859,350,,,,
62863,,490,,,
62864,37,50.2,,380.45,
62868,,,,110.7,860
62881,,,,86.56,
62884,,,,27,
62899,,,,77.74,
62901,100,720,150,1133.44,
62902,,550,,1695.9,3539.08
62903,,,325,87,300
62905,,,,,155.31
62906,425,,900,250,1500
62916,,,,108,
62920,,,,132.38,
62930,,,,,75
62933,,,,81,
62942,,,,30,
62943,,,,500,
62946,,,,1575.9,
62948,199,,350,,100
62949,,,,60,
62951,,,,350,
62954,,,,,1700
62958,,,675,174.7,
62959,750,541.52,,77,1074.99
62966,,323,150,1200,325
62969,,,,,350
62975,,,,58,53
62977,,,,81,
62984,250,,,,
63005,4418,2052.82,900,258,625.03
63006,,,400,,
63010,,,,789,
63011,521.33,995.68,,371,825
63012,,235,,200,
63015,,,,49.99,
63016,,50,,,
63017,270,3228.3,2295.63,3467.69,1590.2
63019,,58,,,175
63020,150,187.5,,,
63021,1045,1304.56,625,1666,1076.94
63023,,,100,,
63025,,,,1286.49,1648.84
63026,,345,1287,943.72,998
63028,,,,2996,228
63030,,,,409.8,
63031,,,1205,660.79,
63033,,,,164,
63034,2800,145,,297.99,1000
63037,,,,,150
63038,,,,,186.75
63039,,,,,150
63040,,308.2,250,,
63042,,100,,690,650
63043,,113,375,868.41,
63044,,,,283,1685
63049,,250,,95.7,
63050,,,,181.7,404.02
63051,,,,664.22,
63052,,,,1256.99,
63056,,,,,410.7
63061,,,,365.7,
63068,,,,,110
63069,1396.82,,250,1054,200
63070,5000,,,,
63074,278,,,263,105
63080,,,,27,150
63088,500,98,,50,870
63090,127,,,81,
63101,100,100,75,350,76.2
63102,,500,,509.1,900
63103,,645,,135,420
63104,2000,2402.82,350,1106.98,3475
63105,26623.45,13795.88,2480,2587.7,6374.53
63106,,,,150,
63107,,,100,500,
63108,5600,4101,2270,4641.58,5365.53
63109,,1170,2800,719.24,270.12
63110,3550,4475.43,490,10880.3,3116.89
63111,,862.08,431.89,81,
63112,3862.05,600,50,989.68,180
63113,,,88,130,
63114,,50,,296.66,1000
63116,160,1170.68,500,3267.66,2434.36
63117,6850,6318,500,889,661
63118,,437.46,205,393.4,1731.66
63119,3175,1325.68,4391.4,3372.84,2366
63121,,175,396,376,
63122,1810,1697.78,450,3593.69,1283.63
63123,,289.65,,693,600
63124,10803,700,5903.33,187.12,2028
63125,126,,,593,25
63126,,212.5,,30,
63127,,45,,200,
63128,5865,2713.56,,1622,798.59
63129,100,218.25,,608,310
63130,4202,4114,1095,5792.2,4641.25
63131,1175,1440,210,2518.56,450
63132,564,1600.3,149,660,
63134,,,,141,
63135,968,,435,2877.96,1314
63136,140,,935,,101.5
63137,,,783.51,358,150
63138,,,,,84
63139,150,1670,,1171.2,982.96
63141,6456,475,4650,1257.86,2188
63143,,200,,387.31,930
63144,,1080,,264.7,446
63146,,2528.88,300,1016.6,1312.62
63301,,,,1564.28,766.53
63303,1000,657.39,,834.99,350
63304,1000,,,2116.59,
63336,,,,,200
63341,,,,,500
63347,,,,80,
63353,,,,1327,
63357,,,,299,
63359,,,,27,
63366,375,350,840,786.24,1564.56
63367,100,50,,449,1000
63368,282,384.36,,560,350
63376,300,182.79,177.08,2331.8,143
63379,500,,,190.5,
63382,,,,210.7,
63385,2279,200,,47,
63390,,,,71.02,200
63401,,,,477,
63441,,,,164,
63454,,,,223.49,
63458,,,,,497
63501,,100,,118,826.16
63552,525,,,,
63565,,,,185,
63601,,,,200,200
63626,,,,,1000
63628,100,,,643.66,
63640,,,,113,150
63664,,,,227,
63701,,399.59,,1693.69,150
63755,,450,,631,
63775,,,,600.11,
63801,,,,176.36,
63825,,,,354,
63830,,,,64,
63855,,,,,173
63863,750,,,27,
63869,1300,,,,
63901,,,50,,28
63933,,,,,180
63957,,,,82,
64012,1193,35,,1336.39,
64014,250,95,430,390,370
64015,44,1919.89,,646,545.34
64020,,,,250,
64024,,,,232,
64029,,,,27,
64030,,,,329,
64034,500,,,995.55,275
64037,,,,109,
64040,,,,74,
64048,,,,200,
64050,,,,803.4,
64051,,,,,175
64052,,650,,189,827.06
64055,,,365,492.2,70
64056,204,,,1346.99,
64057,,285,,20,394.7
64060,,200,,131,450
64063,,51,,900.52,
64064,390,1250,,859.1,75
64067,,1250,,,400
64068,372,2140.49,,1423.6,470
64074,,,,86,
64075,,,1080.78,,
64076,,,,54,
64079,,446,,1165.56,
64080,,,,100,
64081,481,533.62,477.68,783.54,200
64082,,375,,,410
64083,,181.89,461,1826,336.64
64085,,150,,,
64086,,1032.82,275,882.46,383.38
64089,,,,581.4,395
64092,,500,,,
64093,750,,,160,650
64098,,,,,35
64105,,1095.48,,809.7,2618
64106,,1035,,943.99,
64108,460,19293.48,,1350,1253.41
64109,,846.2,1023,2568.72,1158.12
64110,250,695,1250,2034.6,172.32
64111,450,3619.89,678.04,3547.66,2915
64112,78,24492.68,,6697,360
64113,516,22157.62,1270.79,639.89,4850
64114,261,1945.2,1625,1151.05,2252.22
64116,15,2249,620.85,656.18,1095
64117,,,,2605.5,788
64118,1282.32,497.51,,614.75,
64119,932,445,,1081.36,184.87
64123,,,,,457.48
64124,,200,,,
64127,2148,,,,
64130,,,420.34,,75
64131,,793,155,501,795
64133,,,,74.7,84.87
64134,,230,,267.72,
64137,,25,,600.08,
64138,,60,,755.7,
64139,,25,,,
64141,,,,47,
64145,,625,,,300
64146,,,,27,100
64150,,,,27,
64151,235,1580.92,,301.99,880
64152,,4826.62,150,550.4,676.51
64153,,1500,350,2.7,
64154,300,,569.07,50,150
64155,,340,,642.69,1230.64
64156,,,250,,
64157,,1059.5,1300,670.99,
64158,,,,334,150
64171,,,,161.8,
64428,320,,,,
64429,154,,,209.4,
64439,,,,100,
64457,,,,50,
64459,,,250,,
64465,,,,27,
64468,,1225,150,500,155
64470,,,,42,
64474,,,,60.6,
64477,,,,108,
64483,,117.28,,,
64485,,22,,27,
64501,65,125,,,
64503,,,,15,500
64504,,75,,144.66,
64505,,595.56,,,78
64506,,100,100,204.9,1720
64507,,1000,,129.88,
64601,750,100,,,
64628,,,,,344.64
64643,,,,411,
64648,,,,100,
64673,50,,,,
64683,,,,1305.65,
64701,,50,,100,250
64730,,,,214,
64735,,305.53,,,
64744,,,,77,
64746,,,,50,
64759,,,,27,
64767,,163,,,
64801,25,82.89,500,54,770
64804,,,500,75,150
64832,,,,5,
64836,,4171.49,,150,
64843,,,,27,
64850,,,,2809.81,
64856,,,,2800,
64863,,,,49,
64870,,25,,,
65010,,,,242.06,
65013,,30,,,
65020,50,,,,173
65041,,,,175,
65043,,550,,54,
65047,,,,47.2,
65049,,,,405.5,
65051,,100,,,
65054,,,,495.2,
65063,,1210,,,
65068,,,,,201.16
65078,,,,,100
65101,100,,,1343.7,369.7
65109,337,,,,1535
65195,,,215,,
65201,2950,548,,3571.39,2637.6
65202,50,734.28,,4643.39,759.14
65203,1133,2835,1166.63,8598.04,4871.54
65205,,,,801.92,
65211,,,,100,
65233,,,250,2780.9,182.5
65240,,,,70,325
65248,,50,,,
65251,,,,54,
65255,75,,175,193,
65256,,,,72.99,
65257,,,,600,
65265,,,,700,
65270,500,,,261,
65279,,,,200,
65301,,197.89,,297,
65338,,250,,,
65340,,,,404,
65355,,,,28,300
65401,,400,425,1736.45,
65409,,,,60,
65441,,,,160.99,
65463,,,,316,
65473,,,,75,
65536,,250,,,
65548,,,,,155
65556,,,,300,
65559,,,,,100
65560,,,,245,
65565,,500,,,
65571,,,,132.9,
65583,,,,,334.87
65605,,,,200,
65613,,499.39,,300,
65616,,,,445,250
65617,,,,,221
65619,,13,,,100
65622,,,,490,
65625,,,,,292.06
65653,,,,150,
65655,,,,459.4,
65667,,,,398,
65668,,,,,375
65672,,,,,375
65681,23,,,,
65706,,,,,100
65707,,,,180,
65708,200,,,,
65712,,,,169.4,
65714,55,50,,310.7,
65721,,250,1250,127,500
65723,20,,,,
65730,,,,549.6,
65737,,,,54,
65738,,,,164.77,859.1
65757,,,,,75
65761,,,,162,
65770,,,,161,
65772,,,,81,
65773,,,,5,
65775,500,,,,
65779,,,,563.7,90
65781,35,,,,
65793,,,,54,
65802,,254.43,330,403.56,460.22
65803,100,,60,162,550
65804,117,2850,450,1691.1,2444.64
65806,,159.57,,42.4,105
65807,,395,,370,447.67
65809,358.5,415,,1721.45,250
65810,24,,,969,516.98
65929,,,900,,
66002,,,,335,300
66006,,,,125,
66007,,,250,60,
66012,,,,127,268
66020,,,,1175,
66021,,,,250,
66025,,,580,,
66030,,,700,781.9,
66032,,,,93.7,
66033,,,5,,
66043,659,,,,
66044,,3013.82,715,5510.42,600
66046,,625,500,2455.94,1695
66047,1377,335,75,2348.2,1346.06
66048,125,575,,385,95
66049,795,1573.78,500,5082.56,2119.87
66050,,,400,,
66053,,35,375,117,262.8
66061,,453,,1863,2630
66062,293,1300,210,1559.79,960
66064,,,,100,
66070,,,,200,908.33
66071,,,,,125
66072,,100,,,
66083,,,,,250
66085,,1650,100,1245.24,307
66086,,,,30,267.5
66087,,,,183.69,
66101,,,,586.99,
66102,,,,500,800
66103,,825,,451,
66106,,175,,1118,416
66109,,,,245,273.18
66111,,,,13,170
66112,,597,366.88,2000,
66202,,408,65,1570.69,541.64
66203,,,,2786.46,529.87
66204,,1469,,714,385
66205,1250,8408,300,479.16,3024.87
66206,50,2880.62,150,127,200
66207,75,8990,1168.22,859.09,2089.02
66208,488,21846.66,,879,4712.98
66209,250,12654.21,346.16,1164,2200
66210,40,3181.48,2800,1952.5,925
66211,1000,3941.45,250,57,
66212,1090,2185,2750,1084.63,2824.7
66213,50,1492.06,,50,1765
66214,,379,,348,250
66215,1088.82,1580,215,1964.25,562
66216,,2350,250,714.19,1006.64
66217,100,1000,,,
66218,,,550,,
66219,,78,224,,
66220,,842,250,1253.7,
66221,400,,,197,
66223,50,1992,,225,
66224,159,3198.9,849.46,1241.06,150
66226,,175,,585,
66227,,100,225,97.7,
66251,,,,288.26,
66401,,,,831.81,160
66409,,441.97,,,
66416,,,,176.7,
66441,,,,665,
66502,35,150,350,1280.79,2001
66503,,,,91,700
66506,,,,47,
66521,,25,,,
66524,,,125,,
66531,,,,,250
66532,,,,50,
66535,,,,54,
66537,,,,250,
66604,345,760.2,1000,969,438.67
66605,,,,71,
66606,,,,400,340
66607,,,,216,
66608,,,,,150
66609,,,,,600
66610,180,,,83.7,
66611,,330,,304,
66614,43,1174,,892.79,371.64
66701,,,,,300
66733,,,,33,
66742,1000,,,,
66743,,,,1082.3,
66762,855.65,335.2,,54,
66773,2800,,,,
66780,,,,240,
66781,,,,6,
66783,,,,341.4,
66801,,,,27,
66839,,2000,,,
66846,,275,,,
66861,,,,107,
66862,,,,185,
66869,,225,,,
66901,,2800,,184.5,70
66933,,,,173.55,
66935,,,,414.1,
67002,,250,825,408,
67009,305,,,,
67018,,,,697,
67020,128,,,,
67030,,450,,,
67037,231.82,150,275,454,
67042,,450,,0,
67049,,,,,130
67052,,246.28,,,
67054,,,,550,
67060,,,,60,
67068,,,,576,
67110,,,,,200
67114,,,175,341,1012
67117,,,,,300
67124,,,,54,
67135,,,,248.7,350
67156,,500,,,
67201,,200,,,
67203,280,130.2,80,3000.5,347
67204,,,103.72,22.7,250
67205,2845,100,500,2000,626
67206,370,250,1160,,500
67207,,300,,827.68,
67208,135,50,400,281,150
67209,,,615,548.74,
67211,,434.78,,179,
67212,38,525,430,940.51,290
67213,,200,,155,395.18
67214,,50,,143,1147
67215,,,,140,
67216,,,,808.14,
67218,,689.62,240,421.54,300
67219,50,,,27,
67220,50,,,1200.1,
67226,,650,350,612,430
67230,,100,450,100,
67235,,,255,721.4,
67301,,200,,206.04,
67333,30,,,,
67335,,500,,,
67337,,,588.7,,
67401,600,275,20,1297.7,1312.16
67410,,,,324.5,
67416,,125,,162,
67420,,,,135.8,
67428,,,,120,
67432,,,,709.01,
67449,,,,277,176.64
67460,,,,521.4,
67473,,,,389.7,
67501,,,,945.74,
67502,,500,,99.75,719.87
67526,,,,,80.4
67530,,350,,,
67543,,,,100,
67547,,,175,,60
67548,,,,,112.32
67601,375,100,,114,
67654,155,,112,,
67661,,100,,,
67665,,325,,,145
67735,,10,,,
67801,,,,267,450
67835,,,,,91
67846,,,,105,
67851,,,,27,
67854,,,,27,
67864,,,,60,
67871,,,,,1135
67879,,,,277,
67951,,,,250,
68003,,,125,,
68005,410,,1500,728.68,
68007,,380.89,265,129,
68008,100,125,,664.68,
68022,119,201.49,,2838.94,125
68025,333,,,116,
68028,,,,81,
68038,485,,,,
68046,20,939.5,,349,32
68048,59,,,,
68059,,,165,,
68061,,,,709.95,
68066,75,,,81,210
68102,2700,3415.83,,1401.8,1250
68104,,638,,1177.1,728
68105,253,250,25,735,510.87
68106,749.87,394.01,,2855,414
68107,,,,0,
68108,,470,,50,156.87
68111,,,,550,
68112,,500,,435,638.09
68114,3385,1000,1199.11,3848.97,1455.53
68116,222,540,50,399,
68117,,,332.73,50,
68118,,100,75,55.94,200
68122,,,430,523.75,50
68123,649,770.19,,899,125
68124,,622.31,525,27,330
68127,372.5,25,,950.5,
68128,50,,245,945.66,
68130,,156.37,250,456,344
68131,,,1000,949,231.51
68132,645,1775,200,2758.85,2100.64
68133,,2447.62,150,250,219.58
68134,,95.89,,861.64,155
68135,150,219.77,,1563.54,
68136,,405,,,500
68137,276,,,229,
68138,,,,,280.06
68142,,813.09,,,477.22
68144,400,250,500,512,1274.12
68147,,,390,100,
68152,112,400,550,,275
68154,100,45,,646.7,984.7
68157,,,,27,
68164,30,,225,1155.9,
68301,,,,300,165
68310,,60,,,
68333,,188.89,,,325
68336,225,,,,
68365,,,,20,
68370,,,,370.58,
68372,,,,300,
68410,,593.8,,666.18,
68423,,,,,178
68434,,3850,,,
68462,,,,100,
68466,,110,,,
68467,,,,,116.64
68502,50,1100,,976.01,860
68503,,,,1328.91,110
68504,,,,706.71,119.87
68505,,89,,282.79,
68506,,1154.2,725,918.49,4927.26
68507,35,,,448.75,200
68508,,135,,1073.4,1650
68510,1113,785.09,130,141,518
68512,500,,500,463.34,100
68516,,1547.04,340,1003.75,1736.65
68520,,600,3250,,
68521,3,,,323.18,
68522,250,,,313,
68524,,,,27,
68526,,1830.32,1780,312.99,
68528,,,,331,135
68542,,100,,,
68601,434,,,250,
68648,,,,,525
68649,,,,105,
68701,,1700,609,,618.34
68733,,,,54,
68756,,,,201,
68763,175,,,,
68781,185,,,,
68787,,,,,233.06
68801,495,41,,127,200
68803,,100,,27,
68813,40,,,,
68822,150,,,,
68823,,,,250,
68831,,,,500,
68832,165,,,,
68845,,,,391.11,1035.16
68847,,31,,,
68865,,,,131,
68901,,,,175,
68920,,,,123.18,
68949,,50,,,
68959,,,,500,
68961,,,,81.78,
69001,,321.79,,,
69014,,,,254,
69101,,,,,245
69121,,,,140,
69146,,,,,961
69162,,53,,,
69301,,,,1330,400
69337,,,,200,
69358,,,,,70
69360,,125,,,
69361,,330,,,
70001,2800,500,250,392.16,
70002,5675,500,365,244.75,
70003,5600,96.12,738.32,796.07,570.16
70005,26250,1750,3800,209.7,479.92
70006,,,,299.6,
70032,,35,,123,110
70037,2800,250,,,
70039,,,,,373
70043,,750,,,
70047,1000,52.59,400,46,
70053,,,,,218.18
70056,2800,134.7,475,41.7,1154.74
70057,,1173.2,,,
70058,,,,156.5,
70065,5300,500,,60,
70068,3500,,2800,,50
70072,,,,27,
70079,,,2800,,
70080,,,,38.4,
70084,2500,,,,
70087,5600,,,,
70090,1000,,,,
70112,7600,2290,2000,20,130
70113,2800,4530,250,617.7,356.44
70114,1000,153,,1378,1159.87
70115,18650,16029.59,14143.79,4089.64,11392.25
70116,100,11294.25,500,118.91,3559.35
70117,3150,616,973.07,2984.45,7074.75
70118,14735,11748.11,12173.5,4963.99,7073.95
70119,10594.3,10951.93,7688.47,4695.35,5603.57
70121,,760.48,,234,
70122,9028,250,5797.84,296,287.5
70123,4825,,977.28,955,1379
70124,20450,8963.89,4850,4284.12,100
70125,14350,6125.7,7366.13,2603.48,225
70126,6296,,2800,180.94,
70128,1000,,500,,
70129,,,,131,
70130,34650,12524.89,14324.11,1653.84,8104.08
70131,4800,510,3109.95,403.9,50
70139,3800,,500,80,
70152,,,,,110
70157,,,,399.18,
70160,,,,228.7,
70163,2260,,,,
70170,6500,2000,,,
70175,,113,,,
70179,2800,,,,
70184,,750,,,
70186,,,296.9,,
70301,,,,500,
70346,75,,,234.18,
70360,,34,,,210
70363,,,,116.5,
70364,,,,416.88,
70373,,,,135,
70392,,375,,,
70401,,370,,,636.7
70403,36,,,60,175
70420,150,,,,
70422,63,,,477,
70431,,,,50.18,
70433,250,489.1,350,84.1,300
70434,,110,,,
70435,680,950,,265.32,
70437,1000,40.63,,20,85
70443,850,,,,
70445,,200,,203,
70447,900,,,,
70448,3900,763,,290,
70454,,,,374.7,
70456,,75,,,
70458,225,,755,530.1,225
70460,,,,,275
70461,250,,375,460.14,
70462,,,2800,,
70471,,899.56,150,1365.38,
70501,500,,103,204,
70503,,,2800,80.7,1540.24
70505,,,,135,
70506,3050,800,,630.68,1109.22
70507,,450,,,225
70508,805,670.89,,,747.62
70510,,250,154.11,,
70518,,110,,250,
70520,,,,104,
70521,,,,,185
70526,,167.67,,,
70527,,484.67,,,
70544,,,,93,
70555,,,95,,
70560,,,,115.7,
70562,500,,,,
70571,,,409.62,,
70578,,,,37.5,
70582,,110,,,
70583,,,,,164.06
70589,,,,1250,
70601,1000,,,,18.41
70602,,75,,,225
70605,250,450,75,54,335
70607,,138.2,,,660
70611,,,,216,
70615,260,,,,
70634,50,,,,2561.69
70647,,,,200,
70657,,,,146,
70663,,,,608,
70706,,,,409.16,
70714,2000,,,1472.7,
70719,40,,1555,,
70726,,,,639,
70737,,,1395.79,,
70748,520,,,,
70749,,,,92.3,
70764,,,250,,
70767,5600,,,,
70769,,98,,494.14,73
70774,,,,207,
70776,,,230,,
70785,,245,,,800
70791,,,,250,
70801,217,,,,
70802,,318.71,,365.15,
70806,3275,259.33,408.54,602.1,
70807,250,,,,
70808,2850,3104.64,525.78,1150.2,2119
70809,5700,763.73,2000,259.7,245
70810,25500,4935,850,50,1645.19
70814,,,,41.88,
70815,,1000,,332,403
70816,150,,,283,
70817,1000,,275,225.9,200
70818,,,,13.6,
70819,,,,,50
70820,,,250,235.88,
70827,,,,392,
70879,,625.89,,,
70895,,,,,345
70896,3800,,,,
70898,100,,,,
71037,10,200,,,
71038,,250,,,
71046,,,25,,
71047,,,,2637.72,
71055,,250,,,
71064,,,,5.4,
71101,,,,100,
71103,,,,27,
71104,,,,1689,1000
71105,100,350,,471,797.87
71106,250,70.2,,1030.56,
71107,,,150,,
71111,,,,651,
71112,,,,50,
71115,,,250,309.6,
71119,,525,,2850,2185
71129,,,,82,
71201,,266,,873.7,
71203,6475.5,,280,173.7,
71225,500,,,108,
71232,,,,377,
71234,,,,71.8,
71245,,,75,1650,
71270,542,,740,550,
71282,,,,,387.5
71291,,,,584.9,102.32
71301,1000,,1087,200,450
71302,2800,,,,
71303,1219,100,125,,
71343,,,100,,
71409,500,,,500,500
71418,,,49,,
71424,,,,1255,
71430,,,265,,
71435,,,,32.7,
71446,,,,27,
71457,,,,140,
71459,,,,18.8,
71461,,,,57,
71467,,,,396,
71602,,,,236.25,
71635,,40,,,
71643,97,,,,
71671,2600,,,,
71701,,,505,,
71730,,139.62,,187,
71832,,,223.72,,
71846,,,,,218.93
71852,250,,,336.18,
71854,250,,47,,
71901,,100,150,691,569.33
71903,,25,,,
71909,70,,,367,1750
71913,,1416,,733.99,175
71937,,,,99.99,
71943,,250,,,
71945,,,,54,
71949,,875,200,,
71953,,,,176.67,
71957,,,,50,
72002,,,,228.7,
72012,109.35,,,,66
72015,153,,,504.2,135
72019,,559,,856.48,
72022,,,,815.2,509
72023,,,,1023.04,80
72032,50,163.56,250,262,298.53
72034,1164.5,,710,2917.39,512.09
72058,,,,854.74,
72086,,,,208.39,
72103,,,,27,
72113,,199.04,,331,1175
72114,,,,384,
72116,3085,9,,650.01,186.35
72118,-31,,,54,325
72120,1377,339.52,100,295.2,120
72121,50,,,,
72122,100,,,,
72135,,250,,989.52,
72142,,,,89,
72143,560,315.05,,,537.93
72160,,712.4,,,
72173,,,,2.7,
72201,1499,500,,588.3,225.35
72202,850,977.02,,984,1033.87
72204,,125,,69.6,381.06
72205,3580,2316.28,1904.48,2290.4,1657.92
72206,,720,,266,858
72207,974.33,1959.07,1000,27,368.41
72209,,69.31,,27,
72210,,130,,316.56,
72211,330,285,85.79,50,479
72212,,2160.74,250,900,2021.67
72223,250,608.6,250,469,360.93
72225,,622,,,5800
72227,1350,949.89,300,957,872.7
72301,,,125,,
72347,,,,90,
72364,,2250,,181,
72396,,,,39,
72401,117,49.58,,1514.99,775
72404,225,486.2,,100,
72432,,,,,200
72450,,,150,484.66,530
72455,,,,164,
72501,575,,,,625.2
72531,,,,62,
72532,,,,158.7,
72539,,,,372.7,
72542,,,,,105
72543,,,,54,
72554,,,,,199.61
72556,,,,,2800
72579,,124.72,,,
72601,283.03,,,,
72616,,,,792,
72623,,,,1500,
72624,,,,,387
72631,,50,,594.04,655
72632,16,,,66,169.93
72640,,,,22,
72644,,,,,304.7
72650,276,,,,
72653,,38,,,110
72668,,,,,103
72687,,,,209.7,
72701,2400,2234.72,1048.95,7929,1298.1
72702,,1186.05,,189.7,
72703,25,961.66,475,1365.24,695
72704,250,,,2048.3,
72712,5600,1017.51,400,1578.39,2339.24
72713,,250,,165,368
72714,,25,,52,
72715,,715.38,,6,230
72719,,,,34,
72727,,,,543.39,
72730,667,,,,
72732,,,125,,140
72736,,,,27,
72740,,,,,75
72744,,,,67,475
72745,,,,219,
72753,,,,,740.2
72756,150,250,250,2140.79,504.24
72758,1500,,,481.8,233
72761,,3051.42,130,154,100
72762,,116,110,218,
72764,550,,125,431.8,
72769,,,,,85
72774,,,,106,
72801,,100,,221,
72802,,649.48,,931.62,
72830,,,,,235
72834,,,,25,
72837,,,,,159.87
72847,,138,,,
72901,,,,1248.86,131.64
72903,,401.2,325,281.46,88
72904,,,,7,
72908,,,,66.8,
72916,,,,27,
72927,,,5,,
72933,,,,104,
72949,,,,425,
72956,,,,112,
73003,,,,176.89,238
73007,,,,1000,100
73008,,43,,490.4,300
73010,,,,1108.08,300
73012,355.33,25,2089.62,1418.25,535.49
73013,1215,900,550,3125.78,3754.88
73018,,,,265,
73020,753,,,,
73025,81,150,,27,
73026,,,,315.38,275
73030,,,,193.7,
73034,1880,1123.24,1525,900,2133.19
73036,75,,,300,
73044,,,,79.7,
73045,300,,,,
73049,,,,,1000
73055,,,,80,
73061,102,,,,
73064,,,310,138.2,
73068,,,,2712,
73069,125,526,980,534.58,1810.21
73070,,1000,,,
73071,78,,250,1727.7,515.51
73072,1053,1313.27,715,1531.85,4814.04
73077,,75,,,
73078,,,,128.9,265
73080,,,,,474
73084,,,325,,125
73089,,,,54,75
73096,700,,,340.82,200
73099,186,73.83,,1638,2021.32
73101,,,,131.18,
73102,2900,5800,1000,3275.14,
73103,500,1100,800,884.7,
73104,,,,,417.51
73105,,10,,81,209.19
73106,400,365,,1103.4,1036.23
73107,,,,1567,278.99
73108,,,,,360
73110,,,,2311.76,
73111,,200,,200,295
73112,,585.68,150,2832.74,2261.33
73114,,250,,,
73115,,,150,,
73116,273,5500,705,634,1551.67
73117,,300,,,
73118,750,770.55,75,2051.74,478.98
73119,,,,116.7,
73120,215,5109.25,1350,1425.52,871.5
73121,,,810,,
73122,425,1500,,133,
73127,,650,,27,300
73128,,,,100,
73129,,,,195,
73130,37,,,578.5,1000
73131,,,,,314.19
73132,,435.98,,98.7,519
73134,,464,,127.1,685.32
73135,,,,202,250
73139,,,85,,85.03
73142,250,,,354,447
73145,,,,221.4,
73151,,,,,625
73153,,,,40,
73159,50,696.05,,3306.5,190
73160,65,1208.04,675,1310.7,702.28
73162,,500,,1485,1454.22
73165,,,,71,121
73169,,,,33,
73170,,350,,347.9,
73173,,50,,,
73179,,,,92.4,
73189,,,,,132.28
73401,,276.86,,1420.78,485
73402,,201.21,,,
73439,,,,350,
73448,,,,,310
73501,,125,,162,
73503,,148,,,
73505,225,,901.11,1056.7,250
73507,,,,265,65
73521,,,,49.4,225
73529,,,,879.7,
73533,,,,1362.2,
73541,,,,198.3,
73542,1000,,,,
73556,,10,,,
73557,,,,400,
73560,,,,,265
73567,,,,,100
73628,,,35,,
73651,,,,177,
73662,,,,,150
73701,100,,,711.2,180
73703,,,,,110.03
73717,,50,,,
73737,,,,399,
73750,,,250,250,
73768,,450,,,
73832,,,,,203
73942,,,225,,
74003,,326.42,,84,
74005,1933,,,,
74006,325,150,340,107.7,725
74008,,,,968.94,250
74011,100,100,,2072.84,500
74012,450,407.2,,2296.52,
74014,264,,,108,
74015,,,,,160
74017,474,,,150,153
74019,,,,,130
74020,,261.5,,23.5,
74021,,200,,902.18,
74029,,,,127,
74037,,,125,253,2756.88
74041,33.82,,,,
74047,,,,90.5,
74055,,,,1171.52,207.03
74063,250,,,314.14,1085
74066,,,,344.8,
74067,,,,,110.16
74070,,,,414.4,
74074,811,575,1451.14,691.2,665
74075,,4668.24,,56.04,105
74076,,,,499.1,305
74103,,,,150,325
74104,350,1173.76,,1351.7,
74105,1802,2363,848.73,4882.66,3767.96
74106,250,,,,
74107,,,,773.04,
74108,,,,318.18,
74112,,,,659.7,153
74114,1405,3750,130,3523.44,3555
74115,,,,242.3,260.18
74119,600,1913.66,,979.31,1070.14
74120,,219.24,,1029.75,400.66
74126,,,,207,
74127,,,,590.52,265
74128,,,,,80.8
74129,,,250,27,240.7
74131,,250,,,
74132,250,,,,
74133,100,,500,1341.5,930
74135,300,332.78,250,53,1916.64
74136,200.15,125,,1108.54,2375
74137,1639.6,25,100,2805.67,582.93
74145,75,,65,163.7,1000
74159,494,175,707.84,605,
74301,,,,200,325
74331,,,,77,
74332,,98,,,
74342,,,,,400
74344,,250,,233.7,
74346,,,,153,
74354,,784.02,275,252.7,
74361,,500,,15,
74365,,,,261.3,
74401,,,750,,
74402,,,,,314.06
74403,,150,500,50,125
74426,,,,54,
74427,,,,,60
74429,,,256.97,,
74432,,66,,,380
74437,75,,,,
74441,,,,,500
74447,,,,,300
74454,,,,,75
74464,,,3142,,108
74467,,,376.68,27,
74501,,,,250,
74502,200,,,,
74553,,,,108,
74571,,,,,599.8
74601,,350,,,
74604,,25,,500,125
74631,,,250,,
74701,,150,,589.75,1175
74743,,727.5,,,300
74745,,66.84,,,450
74802,,,,1608,
74804,,,375,687,
74820,,,,247,
74821,,,,450,
74830,,,,188.7,
74851,128,,,949.75,
74852,,,,25,
74857,,,,246.9,
74868,,,,,267.99
74953,,50,,,
74955,,,,54,
74962,,,,,219
75001,,,6906.7,1474.4,250
75002,2800,600,,3013,1524.45
75006,5600,500,250,726.94,125
75007,112,213.24,,863.45,370.77
